"incidence","village","week"
204.61314430402,"A",1
193.402077398014,"A",2
186.044260735622,"A",3
211.382208930415,"A",4
203.9640230809,"A",5
173.35809220188,"A",6
189.604986999819,"A",7
224.311039826601,"A",8
208.79099580047,"A",9
201.33654457983,"A",10
229.028317020402,"A",11
217.619795881849,"A",12
210.626305744077,"A",13
224.964051040978,"A",14
194.198012604669,"A",15
193.387677452124,"A",16
184.6545440602,"A",17
179.49785289715,"A",18
226.222594086636,"A",19
200.891944427372,"A",20
208.753827215552,"A",21
231.087422478825,"A",22
199.39991844765,"A",23
198.77743411572,"A",24
219.860565798527,"A",25
202.151336610954,"A",26
175.138054679776,"A",27
190.353869342367,"A",28
197.120283604672,"A",29
172.432553568216,"A",30
192.403102449526,"A",31
194.252200417784,"A",32
174.506531272185,"A",33
206.658585507845,"A",34
199.647369847558,"A",35
194.824598656715,"A",36
205.258157846507,"A",37
220.526147714966,"A",38
195.32732360656,"A",39
191.204759835608,"A",40
187.669330656353,"A",41
189.636762113384,"A",42
232.665427091307,"A",43
221.487566551637,"A",44
249.454213372612,"A",45
206.867224077811,"A",46
259.949914944885,"A",47
238.721517449982,"A",48
234.309877216976,"A",49
266.972517983898,"A",50
309.498022811962,"A",51
217.558977667429,"A",52
284.957295911743,"A",53
247.665229315522,"A",54
196.969807940176,"A",55
220.251087452742,"A",56
219.216543209852,"A",57
210.089386322949,"A",58
194.117418900436,"A",59
203.654064200713,"A",60
216.5506573828,"A",61
215.777006925513,"A",62
222.072164115522,"A",63
190.411295207478,"A",64
203.97283092814,"A",65
204.795417377107,"A",66
182.135233466258,"A",67
210.109786914862,"A",68
233.645430683269,"A",69
230.739173403325,"A",70
246.252542076067,"A",71
261.294156702725,"A",72
280.366806725861,"A",73
221.149313593534,"A",74
233.626967404919,"A",75
236.264935198622,"A",76
238.570846275343,"A",77
215.829756540002,"A",78
233.490531774908,"A",79
239.339149980685,"A",80
214.593207219272,"A",81
198.262941374447,"A",82
188.530757536482,"A",83
161.137739584414,"A",84
173.051648757246,"A",85
197.519697591824,"A",86
199.098931218251,"A",87
219.76993375469,"A",88
165.767818516331,"A",89
